Preschool_Name,Preschool_Latitude,Preschool_Longitude,Distance_To_User_km,Within_Distance_Constraint,Monday_Start_Number,Monday_End_Number,Tuesday_Start_Number,Tuesday_End_Number,Wednesday_Start_Number,Wednesday_End_Number,Thursday_Start_Number,Thursday_End_Number,Friday_Start_Number,Friday_End_Number,Saturday_Start_Number,Saturday_End_Number,Sunday_Start_Number,Sunday_End_Number,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Within_Opening_Hours_Constraint,Location_Type,Address,Opening_Hours,Preschool_Website,Google_Website,Update_Time,Stars,Average_Stars,Sunday_Start,Sunday_End,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End
My First Skool (688C Woodlands Dr 75),1.4435715,103.8071192,0.9367031361537371,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"688C Woodlands Drive 75, #01-44 Block 688C, Singapore 733688 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-WD3&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+688C+Woodlands/@1.4435715,103.8071192,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1377281668bb:0xffefb4ee7177954d!8m2!3d1.4435715!4d103.8071192!16s%2Fg%2F1ptyt6gnd?entry=ttu",2024-03-19 03:09:30.681393,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (742 Woodlands Circle),1.4439226,103.7959526,2.178512494963235,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"742 Woodlands Cir, #01-443 Block 742, Singapore 730742 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-WD4&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+742+Woodlands+Circle/@1.4439226,103.7959526,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13e02f46aae3:0xe2dc05cac905a8a4!8m2!3d1.4439226!4d103.7959526!16s%2Fg%2F11j1l2cnrh?entry=ttu",2024-03-19 03:10:23.776591,"1, 5, 1",2.333333333333333,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (785E Woodlands Rise),1.447061,103.804872,1.252438691614882,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 785E Woodlands Rise, #02-01 Woodlands Pasture, Singapore 735785 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-WDC08&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+785E+Woodlands+Rise/@1.447061,103.804872,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13718fbffff3:0x6c65195ff94e5b5d!8m2!3d1.447061!4d103.804872!16s%2Fg%2F11h51k2pwz?entry=ttu",2024-03-19 03:11:02.421064,"1, 5, 1",2.333333333333333,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (796A Yishun Ring Road),1.419382,103.833009,3.306373003974139,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 796A Yishun Ring Rd, #01-3382, Singapore 761796 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-YCC&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+796A+Yishun+Ring/@1.419382,103.833009,17z/data=!3m1!4b1!4m6!3m5!1s0x31da140d5ef914fb:0xc8b0687c78e9d3b6!8m2!3d1.419382!4d103.833009!16s%2Fg%2F1ptvt7h4c?entry=ttu",2024-03-19 03:11:16.642496,"1, 5, 1",2.333333333333333,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool (848 Woodlands St 82),1.4417383,103.7916358,2.6645615490252283,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"848 Woodlands Street 82, #01-195, Singapore 730848 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-WCC&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+848+Woodlands/@1.4417383,103.7916358,17z/data=!3m1!4b1!4m6!3m5!1s0x31da130977c5bd21:0x290befcfa1494151!8m2!3d1.4417383!4d103.7916358!16s%2Fg%2F1ptz53ypf?entry=ttu",2024-03-19 03:12:37.385089,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool at Blk 109 Canberra Walk,1.4482911,103.8297119,1.664176727368071,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 109 Canberra Walk, #01-01 EASTGLEN @ Canberra, Singapore 750109 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-CRC03&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+109+Canberra+Walk/@1.4482911,103.8297119,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1539c6380c69:0x10d107f950ffdbd9!8m2!3d1.4482911!4d103.8297119!16s%2Fg%2F11s542qjkc?entry=ttu",2024-03-19 03:14:44.385432,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool at Blk 383 Yishun,1.430958,103.8483235,3.89952569881008,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 383 Yishun Ave 6, #01-01 Yishun Glen, Singapore 760383 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-YCC06&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+383+Yishun/@1.430958,103.8483235,17z/data=!3m1!4b1!4m6!3m5!1s0x31da155f7b30e7f3:0xf99024567bdb5e44!8m2!3d1.430958!4d103.8483235!16s%2Fg%2F11vkg6hdth?entry=ttu",2024-03-19 03:18:01.511893,"5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
My First Skool at Blk 464 Yishun (New Centre Opening Soon),1.4267518,103.8505797,4.3145307880857775,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 464 Yishun Ave 6, #01-01, Singapore 760464 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myfirstskool.com/?utm_medium=visit-website&utm_source=GMB-YCC06&utm_campaign=Google&utm_term=website-button&utm_content=GMB,"https://www.google.com/maps/place/My+First+Skool+at+Blk+464+Yishun+(New+Centre+Opening+Soon)/@1.4267518,103.8505797,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15696d4194d1:0x60095dd777386765!8m2!3d1.4267518!4d103.8505797!16s%2Fg%2F11kprfyhq1?entry=ttu",2024-03-19 03:18:54.091271,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
MY World Preschool Ltd (Admiralty),1.444239,103.800888,1.6316150505372753,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"787B Woodlands Cres, #01-82 Block 787B, Singapore 732787 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",https://www.myworld.org.sg/,"https://www.google.com/maps/place/M.Y+World+@+Admiralty/@1.444239,103.800888,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13737c30e9cd:0xc7423f5928b9ef1f!8m2!3d1.444239!4d103.800888!16s%2Fg%2F1td742ck?entry=ttu",2024-03-19 03:23:00.908418,3,3.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
MY World Preschool Ltd (Sun Natura),1.4465311,103.8132917,0.4242197786595952,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,100.0,100.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"362C Sembawang Cres, #01-811, Singapore 753362 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, Closed, Sunday, Closed, Monday, 7am to 7pm",https://www.myworld.org.sg/,"https://www.google.com/maps/place/M.Y+World+@+Sun+Natura/@1.4465311,103.8132917,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1319967055e5:0x1b0aa0e986963e86!8m2!3d1.4465311!4d103.8132917!16s%2Fg%2F11h0bv1ns5?entry=ttu",2024-03-19 03:28:22.573608,"4, 5, 2",3.6666666666666665,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed
MY World Preschool Ltd (Yishun Fern Grove),1.4202518,103.8433902,4.029370762936727,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"675 Yishun Ave 4, #02-01, Singapore 760675 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myworld.org.sg/,"https://www.google.com/maps/place/M.Y+World+@+Yishun+Fern+Grove/@1.4202518,103.8433902,17z/data=!3m1!4b1!4m6!3m5!1s0x31da156b9ed2eab9:0x7f3c94fad913607!8m2!3d1.4202518!4d103.8433902!16s%2Fg%2F11fk423hzg?entry=ttu",2024-03-19 03:31:32.759741,1,1.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
MY World Preschool Ltd (Yishun Palm Breeze),1.4173687,103.8407591,4.033316365041078,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"502D Yishun St 51, #01-460, Singapore 764502 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.myworld.org.sg/,"https://www.google.com/maps/place/M.Y+World+@+Yishun+Palm+Breeze/@1.4173687,103.8407591,17z/data=!3m1!4b1!4m6!3m5!1s0x31da14145c579821:0x97bce9cf24803cbc!8m2!3d1.4173687!4d103.8407591!16s%2Fg%2F11ggb21nx3?entry=ttu",2024-03-19 03:31:46.916013,1,1.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
NurtureStars Pte Ltd (SAFRA Yishun Country Club),1.4238117,103.8406968,3.547725387796721,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"60 Yishun Ave 4, #4, Singapore 769027 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.havence.world/enquiry/nurture-stars-pre-school/prospect,"https://www.google.com/maps/place/NurtureStars+@+SAFRA+Yishun/@1.4238117,103.8406968,17z/data=!3m1!4b1!4m6!3m5!1s0x31da146be774be5b:0xd40b29b3f748d70!8m2!3d1.4238117!4d103.8406968!16s%2Fg%2F1tl0tvyn?entry=ttu",2024-03-19 03:36:50.527778,"1, 5, 5, 5, 3",3.8,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots @ Nee Soon Central Blk 646,1.4221191,103.8376274,3.413557717778353,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 646 Yishun Street 61, #01-354, Singapore 760646 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+Central+Blk+646/@1.4221191,103.8376274,17z/data=!3m1!4b1!4m6!3m5!1s0x31da154b8a447123:0xcfc14a47318395f7!8m2!3d1.4221191!4d103.8376274!16s%2Fg%2F11s1vk8wv1?entry=ttu",2024-03-19 04:03:51.763015,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots @ Nee Soon Central Blk 723,1.426015,103.82975,2.500537539057938,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 723 Yishun Street 71, #01-157, Singapore 760723 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+Central+Blk+723/@1.426015,103.82975,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15e0d4113ba9:0xecadd3b2ea29da8c!8m2!3d1.426015!4d103.82975!16s%2Fg%2F11s1vkh_yw?entry=ttu",2024-03-19 04:04:05.434324,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots @ Nee Soon East Blk 223,1.4344383,103.8357373,2.458184242611018,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 223 Yishun Street 21, #01-473, Singapore 760223 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+East+Blk+223/@1.4344383,103.8357373,17z/data=!3m1!4b1!4m6!3m5!1s0x31da14637d6f9725:0xbd4d343d08614ef5!8m2!3d1.4344383!4d103.8357373!16s%2Fg%2F11f0_r2n30?entry=ttu",2024-03-19 04:04:19.829430,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots @ Nee Soon East Blk 367,1.4296961,103.8451619,3.6301937524791383,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 367 Yishun Ring Rd, #01-1534, Singapore 760367 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+East+Blk+367/@1.4296961,103.8451619,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15733d335e9b:0x18c53fdb38d73581!8m2!3d1.4296961!4d103.8451619!16s%2Fg%2F11t1hvk3hb?entry=ttu",2024-03-19 04:04:33.501834,5,5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots @ Nee Soon Link Blk 408,1.4262799,103.8484821,4.129291136695851,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 408 Yishun Ave 6, #01-1264, Singapore 760408 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Nee+Soon+Link+Blk+408/@1.4262799,103.8484821,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1443cccdf07b:0xb9c4526c7ff81040!8m2!3d1.4262799!4d103.8484821!16s%2Fg%2F1tj502q8?entry=ttu",2024-03-19 04:04:47.837071,"5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots @ Sembawang Central Blk 115B,1.4462597,103.8294168,1.5732713616183502,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 115B Canberra Walk, #01-137, Singapore 752115 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Sembawang+Central+Blk+115B/@1.4462597,103.8294168,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15ece3f701f5:0x3cdf29a62b51d325!8m2!3d1.4462597!4d103.8294168!16s%2Fg%2F11s1vk8wts?entry=ttu",2024-03-19 04:05:26.735291,"5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots @ Sembawang Central Blk 309,1.4467567,103.8213318,0.7408186085728351,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 309 Canberra Rd, #01-109, Singapore 750309 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Sembawang+Central+Blk+309/@1.4467567,103.8213318,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1356cf9cfdb1:0xc411e88333e3cd78!8m2!3d1.4467567!4d103.8213318!16s%2Fg%2F11t051x0nj?entry=ttu",2024-03-19 04:05:40.471842,"5, 5, 5",5.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Admiralty Blk 581 (DS),1.4299743,103.7964053,2.6024037023825053,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"581 Woodlands Drive 16, #01-486 Block 581, Singapore 730581 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Admiralty+Blk+581/@1.4299743,103.7964053,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13a2cd73a6d5:0xfd86c333eda9f926!8m2!3d1.4299743!4d103.7964053!16s%2Fg%2F11b5pj6nrs?entry=ttu",2024-03-19 04:08:43.852724,"5, 5, 4, 5",4.75,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Admiralty Blk 585 (CC),1.4293564,103.7954546,2.728372046885514,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 585 Woodlands Drive 16, #01-68, Singapore 730585 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Admiralty+Blk+585/@1.4293564,103.7954546,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13bcd99f16c1:0x227cc863d0ddce20!8m2!3d1.4293564!4d103.7954546!16s%2Fg%2F1tff0k3q?entry=ttu",2024-03-19 04:09:08.613420,"5, 5, 1",3.6666666666666665,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Admiralty Blk 687B (DS),1.4418508,103.8075258,0.9090186871299423,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Day care center,"687B Woodlands Drive 75, Block 687B, Singapore 732687 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",http://pcf.org.sg/sparkletots,"https://www.google.com/maps/place/PCF+Sparkletots+@+Admiralty+Blk+687B/@1.4418508,103.8075258,17z/data=!3m1!4b1!4m6!3m5!1s0x31da137700ebc7a3:0xd0435fac47bb93a0!8m2!3d1.4418508!4d103.8075258!16s%2Fg%2F1ptzgr7mc?entry=ttu",2024-03-19 04:09:32.833880,"4, 5, 4, 5, 5",4.6,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Canberra Blk 330 (DS),1.4468263,103.8179839,0.4629015602504454,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 330 Sembawang Cl, #01-383, Singapore 750330 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Canberra+Blk+330/@1.4468263,103.8179839,17z/data=!3m1!4b1!4m6!3m5!1s0x31da137cf116ac29:0x10068936f182336b!8m2!3d1.4468263!4d103.8179839!16s%2Fg%2F11gbkss4k2?entry=ttu",2024-03-19 04:27:22.410263,"5, 1, 1, 1",2.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Canberra Blk 337 (CC),1.4462234,103.8156035,0.3082342226792022,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Preschool,"Blk 337 Sembawang Cres, #01-174, Singapore 750337 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Canberra+Blk+337/@1.4462234,103.8156035,17z/data=!3m1!4b1!4m6!3m5!1s0x31da137b7f44ac71:0xff3e30f5e8194129!8m2!3d1.4462234!4d103.8156035!16s%2Fg%2F1tfr7q0_?entry=ttu",2024-03-19 04:27:37.102529,3,3.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
PCF Sparkletots Preschool @ Canberra Blk 413 (CC),1.4517256,103.8178452,0.954853051531954,1,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,14.0,100,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Kindergarten,"Blk 413 Sembawang Dr, #01-712, Singapore 750413 ","Tuesday, 7am to 7pm, Wednesday, 7am to 7pm, Thursday, 7am to 7pm, Friday, 7am to 7pm, Saturday, 7am to 2pm, Sunday, Closed, Monday, 7am to 7pm",https://www.pcf.org.sg/sparkletots/,"https://www.google.com/maps/place/PCF+Sparkletots+@+Canberra+Blk+413/@1.4517256,103.8178452,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13cbb8d84dfb:0xb25350ae2e808c75!8m2!3d1.4517256!4d103.8178452!16s%2Fg%2F11t1h775cw?entry=ttu",2024-03-19 04:28:02.627906,3,3.0,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm
