preschool_name,fees_link,fees_sc_infant_care,fees_sc_playgroup,fees_sc_nursery,fees_sc_kindergarten,fees_pr_infant_care,fees_pr_playgroup,fees_pr_nursery,fees_pr_kindergarten,txt_file_opened,found_curriculum,curriculum_active_learning,curriculum_bilingual_curriculum,curriculum_child_directed,curriculum_chinese_curriculum,curriculum_early_years_development_framework,curriculum_english_curriculum,curriculum_ib_pyp,curriculum_inquiry_based,curriculum_integrated_curriculum,curriculum_montessori,curriculum_moe,curriculum_nurturing_early_learners_curriculum,curriculum_play_based_curriculum,curriculum_project_based,curriculum_reggio_emilia_approach,curriculum_spark_certified_curriculum,curriculum_thematic,curriculum_isteam,found_programme,programme_aesthetics_&_creative_expression,programme_chinese,programme_digital_skills,programme_discovery_of_the_word,programme_english,programme_language_and_literacy,programme_math,programme_moral_education,programme_motor_skill_development,programme_music,programme_nature,programme_numeracy,programme_problem-solving_skills,programme_project_work,programme_science,programme_sensory_play,programme_social_&_emotional_development,programme_speech_and_drama,programme_sports,found_levels,levels_infant_care,levels_playgroup,levels_nursery,levels_kindergarten
Sunflower Tinkleland Private Limited,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Sunshine Kids Care Centre @ Punggol Pte Ltd,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Sunshine Kids Care Centre @ Tampines Pte Ltd,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Sunshine Kids Preschool @ Woodlands Pte Ltd,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Super Talent Childcare Ltd (Ang Mo Kio 218),,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Super Talent Childcare Ltd (MacPherson 122),,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Super Talent Childcare Ltd (Macpherson 93),,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Super Talent Childcare Ltd (Membina),,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Superland Pre-School (100 AM) Pte Ltd,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Superland Pre-School (TBCC) Pte Ltd,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Superland Pre-School (UE Square) Pte Ltd,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
Swallows and Amazons Kindergarten,,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
The Kidz Zone Pte Ltd (Pinnacle),,,,,,,,,,,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0
The Little Skool-House At Ngee Ann Polytechnic,https://preschooler.sg/profile/134/THE-LITTLE-SKOOL-HOUSE-INTERNATIONAL-PTE-LTD,,714.0,714.0,714.0,,1830.0,1830.0,1830.0,"https___bitly_com_pages_products_url_shortener, https___bitly_com_pages_products_2d_barcodes, https___bitly_com_pages_products_2d_barcode, https___bitly_com_a_sign_in, https___bitly_com_pages_resources, https___bitly_com_pages, https___bitly_com_pages_code_of_conduct, https___bitly_com__content, https___bitly_com_pages_products_link_in_bio, https___bitly_com_pages_press, https___bitly_com_pages_solutions_retail, https___bitly_com_pages_about, https___bitly_com_pages_terms_of_service, https___bitly_com_pages_cookies, https___bitly_com__, https___bitly_com_pages_products_analytics, https___bitly_com_pages_solutions_social_media, https___bitly_com_pages_solutions_consumer_packaged_goods, https___bitly_com_, https___bitly_com_pages_features_branded_links, https___bitly_com_pages_solutions_technology, https___bitly_com_pages_products_qr_codes, https___bitly_com_pages_features_mobile_links, https___bitly_com_pages_why_bitly_enterprise_class, https___bitly_com_pages_why_bitly_integrations_api, https___bitly_com_a_sign_up, https___bitly_com_pages_solutions_insurance, https___bitly_com_pages_careers, https___bitly_com__panel_short_link, https___bitly_com_pages_mobile_app, https___bitly_com__panel_lib, https___bitly_com__panel_qr_code, https___bitly_com_pages_solutions_healthcare, https___bitly_com_pages_privacy, https___bitly_com_pages_partners, https___bitly_com_pages_marketplace, https___bitly_com_pages_solutions_media, https___bitly_com_pages_trust, https___bitly_com_pages_browser_extension, https___bitly_com_pages_contact, https___bitly_com_pages_solutions_for_developers, https___bitly_com_pages_solutions_customer_service, https___bitly_com_pages_diversity_and_inclusion, https___bitly_com_pages_solutions_digital_marketing, https___bitly_com_blog_, https___bitly_com_pages_solutions_hospitality, https___bitly_com_pages_acceptable_use, https___bitly_com_pages_reviews, https___bitly_com_pages_landing_discover_enterprise, https___bitly_com_pages_pricing","['english_curriculum', 'integrated_curriculum', 'spark_certified_curriculum', 'thematic']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'nature', 'project work', 'science', 'social & emotional development']",1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
The Little Skool-House At-KK Hospital,https://preschooler.sg/profile/134/THE-LITTLE-SKOOL-HOUSE-INTERNATIONAL-PTE-LTD,,714.0,714.0,714.0,,1830.0,1830.0,1830.0,"https___bitly_com_pages_products_url_shortener, https___bitly_com_pages_products_2d_barcodes, https___bitly_com_pages_products_2d_barcode, https___bitly_com_a_sign_in, https___bitly_com_pages_resources, https___bitly_com_pages, https___bitly_com_pages_code_of_conduct, https___bitly_com__content, https___bitly_com_pages_products_link_in_bio, https___bitly_com_pages_press, https___bitly_com_pages_solutions_retail, https___bitly_com_pages_about, https___bitly_com_pages_terms_of_service, https___bitly_com_pages_cookies, https___bitly_com__, https___bitly_com_pages_products_analytics, https___bitly_com_pages_solutions_social_media, https___bitly_com_pages_solutions_consumer_packaged_goods, https___bitly_com_, https___bitly_com_pages_features_branded_links, https___bitly_com_pages_solutions_technology, https___bitly_com_pages_products_qr_codes, https___bitly_com_pages_features_mobile_links, https___bitly_com_pages_why_bitly_enterprise_class, https___bitly_com_pages_why_bitly_integrations_api, https___bitly_com_a_sign_up, https___bitly_com_pages_solutions_insurance, https___bitly_com_pages_careers, https___bitly_com__panel_short_link, https___bitly_com_pages_mobile_app, https___bitly_com__panel_lib, https___bitly_com__panel_qr_code, https___bitly_com_pages_solutions_healthcare, https___bitly_com_pages_privacy, https___bitly_com_pages_partners, https___bitly_com_pages_marketplace, https___bitly_com_pages_solutions_media, https___bitly_com_pages_trust, https___bitly_com_pages_browser_extension, https___bitly_com_pages_contact, https___bitly_com_pages_solutions_for_developers, https___bitly_com_pages_solutions_customer_service, https___bitly_com_pages_diversity_and_inclusion, https___bitly_com_pages_solutions_digital_marketing, https___bitly_com_blog_, https___bitly_com_pages_solutions_hospitality, https___bitly_com_pages_acceptable_use, https___bitly_com_pages_reviews, https___bitly_com_pages_landing_discover_enterprise, https___bitly_com_pages_pricing","['english_curriculum', 'integrated_curriculum', 'spark_certified_curriculum', 'thematic']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'nature', 'project work', 'science', 'social & emotional development']",1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
The Little Skool-House International Pte Ltd (At-Alexandra),https://preschooler.sg/profile/134/THE-LITTLE-SKOOL-HOUSE-INTERNATIONAL-PTE-LTD,,714.0,714.0,714.0,,1830.0,1830.0,1830.0,"https___bitly_com_pages_products_url_shortener, https___bitly_com_pages_products_2d_barcodes, https___bitly_com_pages_products_2d_barcode, https___bitly_com_a_sign_in, https___bitly_com_pages_resources, https___bitly_com_pages, https___bitly_com_pages_code_of_conduct, https___bitly_com__content, https___bitly_com_pages_products_link_in_bio, https___bitly_com_pages_press, https___bitly_com_pages_solutions_retail, https___bitly_com_pages_about, https___bitly_com_pages_terms_of_service, https___bitly_com_pages_cookies, https___bitly_com__, https___bitly_com_pages_products_analytics, https___bitly_com_pages_solutions_social_media, https___bitly_com_pages_solutions_consumer_packaged_goods, https___bitly_com_, https___bitly_com_pages_features_branded_links, https___bitly_com_pages_solutions_technology, https___bitly_com_pages_products_qr_codes, https___bitly_com_pages_features_mobile_links, https___bitly_com_pages_why_bitly_enterprise_class, https___bitly_com_pages_why_bitly_integrations_api, https___bitly_com_a_sign_up, https___bitly_com_pages_solutions_insurance, https___bitly_com_pages_careers, https___bitly_com__panel_short_link, https___bitly_com_pages_mobile_app, https___bitly_com__panel_lib, https___bitly_com__panel_qr_code, https___bitly_com_pages_solutions_healthcare, https___bitly_com_pages_privacy, https___bitly_com_pages_partners, https___bitly_com_pages_marketplace, https___bitly_com_pages_solutions_media, https___bitly_com_pages_trust, https___bitly_com_pages_browser_extension, https___bitly_com_pages_contact, https___bitly_com_pages_solutions_for_developers, https___bitly_com_pages_solutions_customer_service, https___bitly_com_pages_diversity_and_inclusion, https___bitly_com_pages_solutions_digital_marketing, https___bitly_com_blog_, https___bitly_com_pages_solutions_hospitality, https___bitly_com_pages_acceptable_use, https___bitly_com_pages_reviews, https___bitly_com_pages_landing_discover_enterprise, https___bitly_com_pages_pricing","['english_curriculum', 'integrated_curriculum', 'spark_certified_curriculum', 'thematic']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'nature', 'project work', 'science', 'social & emotional development']",1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
The Little Skool-House International Pte Ltd (At-Delta-House),https://preschooler.sg/profile/134/THE-LITTLE-SKOOL-HOUSE-INTERNATIONAL-PTE-LTD,,714.0,714.0,714.0,,1830.0,1830.0,1830.0,"https___bitly_com_pages_products_url_shortener, https___bitly_com_pages_products_2d_barcodes, https___bitly_com_pages_products_2d_barcode, https___bitly_com_a_sign_in, https___bitly_com_pages_resources, https___bitly_com_pages, https___bitly_com_pages_code_of_conduct, https___bitly_com__content, https___bitly_com_pages_products_link_in_bio, https___bitly_com_pages_press, https___bitly_com_pages_solutions_retail, https___bitly_com_pages_about, https___bitly_com_pages_terms_of_service, https___bitly_com_pages_cookies, https___bitly_com__, https___bitly_com_pages_products_analytics, https___bitly_com_pages_solutions_social_media, https___bitly_com_pages_solutions_consumer_packaged_goods, https___bitly_com_, https___bitly_com_pages_features_branded_links, https___bitly_com_pages_solutions_technology, https___bitly_com_pages_products_qr_codes, https___bitly_com_pages_features_mobile_links, https___bitly_com_pages_why_bitly_enterprise_class, https___bitly_com_pages_why_bitly_integrations_api, https___bitly_com_a_sign_up, https___bitly_com_pages_solutions_insurance, https___bitly_com_pages_careers, https___bitly_com__panel_short_link, https___bitly_com_pages_mobile_app, https___bitly_com__panel_lib, https___bitly_com__panel_qr_code, https___bitly_com_pages_solutions_healthcare, https___bitly_com_pages_privacy, https___bitly_com_pages_partners, https___bitly_com_pages_marketplace, https___bitly_com_pages_solutions_media, https___bitly_com_pages_trust, https___bitly_com_pages_browser_extension, https___bitly_com_pages_contact, https___bitly_com_pages_solutions_for_developers, https___bitly_com_pages_solutions_customer_service, https___bitly_com_pages_diversity_and_inclusion, https___bitly_com_pages_solutions_digital_marketing, https___bitly_com_blog_, https___bitly_com_pages_solutions_hospitality, https___bitly_com_pages_acceptable_use, https___bitly_com_pages_reviews, https___bitly_com_pages_landing_discover_enterprise, https___bitly_com_pages_pricing","['english_curriculum', 'integrated_curriculum', 'spark_certified_curriculum', 'thematic']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'nature', 'project work', 'science', 'social & emotional development']",1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
The Little Skool-House International Pte Ltd (At-Devan-Nair-Institute),https://preschooler.sg/profile/134/THE-LITTLE-SKOOL-HOUSE-INTERNATIONAL-PTE-LTD,,714.0,714.0,714.0,,1830.0,1830.0,1830.0,"https___bitly_com_pages_products_url_shortener, https___bitly_com_pages_products_2d_barcodes, https___bitly_com_pages_products_2d_barcode, https___bitly_com_a_sign_in, https___bitly_com_pages_resources, https___bitly_com_pages, https___bitly_com_pages_code_of_conduct, https___bitly_com__content, https___bitly_com_pages_products_link_in_bio, https___bitly_com_pages_press, https___bitly_com_pages_solutions_retail, https___bitly_com_pages_about, https___bitly_com_pages_terms_of_service, https___bitly_com_pages_cookies, https___bitly_com__, https___bitly_com_pages_products_analytics, https___bitly_com_pages_solutions_social_media, https___bitly_com_pages_solutions_consumer_packaged_goods, https___bitly_com_, https___bitly_com_pages_features_branded_links, https___bitly_com_pages_solutions_technology, https___bitly_com_pages_products_qr_codes, https___bitly_com_pages_features_mobile_links, https___bitly_com_pages_why_bitly_enterprise_class, https___bitly_com_pages_why_bitly_integrations_api, https___bitly_com_a_sign_up, https___bitly_com_pages_solutions_insurance, https___bitly_com_pages_careers, https___bitly_com__panel_short_link, https___bitly_com_pages_mobile_app, https___bitly_com__panel_lib, https___bitly_com__panel_qr_code, https___bitly_com_pages_solutions_healthcare, https___bitly_com_pages_privacy, https___bitly_com_pages_partners, https___bitly_com_pages_marketplace, https___bitly_com_pages_solutions_media, https___bitly_com_pages_trust, https___bitly_com_pages_browser_extension, https___bitly_com_pages_contact, https___bitly_com_pages_solutions_for_developers, https___bitly_com_pages_solutions_customer_service, https___bitly_com_pages_diversity_and_inclusion, https___bitly_com_pages_solutions_digital_marketing, https___bitly_com_blog_, https___bitly_com_pages_solutions_hospitality, https___bitly_com_pages_acceptable_use, https___bitly_com_pages_reviews, https___bitly_com_pages_landing_discover_enterprise, https___bitly_com_pages_pricing","['english_curriculum', 'integrated_curriculum', 'spark_certified_curriculum', 'thematic']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'nature', 'project work', 'science', 'social & emotional development']",1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
The Little Skool-House International Pte Ltd (At-Downtown-East),https://preschooler.sg/profile/134/THE-LITTLE-SKOOL-HOUSE-INTERNATIONAL-PTE-LTD,,714.0,714.0,714.0,,1830.0,1830.0,1830.0,"https___bitly_com_pages_products_url_shortener, https___bitly_com_pages_products_2d_barcodes, https___bitly_com_pages_products_2d_barcode, https___bitly_com_a_sign_in, https___bitly_com_pages_resources, https___bitly_com_pages, https___bitly_com_pages_code_of_conduct, https___bitly_com__content, https___bitly_com_pages_products_link_in_bio, https___bitly_com_pages_press, https___bitly_com_pages_solutions_retail, https___bitly_com_pages_about, https___bitly_com_pages_terms_of_service, https___bitly_com_pages_cookies, https___bitly_com__, https___bitly_com_pages_products_analytics, https___bitly_com_pages_solutions_social_media, https___bitly_com_pages_solutions_consumer_packaged_goods, https___bitly_com_, https___bitly_com_pages_features_branded_links, https___bitly_com_pages_solutions_technology, https___bitly_com_pages_products_qr_codes, https___bitly_com_pages_features_mobile_links, https___bitly_com_pages_why_bitly_enterprise_class, https___bitly_com_pages_why_bitly_integrations_api, https___bitly_com_a_sign_up, https___bitly_com_pages_solutions_insurance, https___bitly_com_pages_careers, https___bitly_com__panel_short_link, https___bitly_com_pages_mobile_app, https___bitly_com__panel_lib, https___bitly_com__panel_qr_code, https___bitly_com_pages_solutions_healthcare, https___bitly_com_pages_privacy, https___bitly_com_pages_partners, https___bitly_com_pages_marketplace, https___bitly_com_pages_solutions_media, https___bitly_com_pages_trust, https___bitly_com_pages_browser_extension, https___bitly_com_pages_contact, https___bitly_com_pages_solutions_for_developers, https___bitly_com_pages_solutions_customer_service, https___bitly_com_pages_diversity_and_inclusion, https___bitly_com_pages_solutions_digital_marketing, https___bitly_com_blog_, https___bitly_com_pages_solutions_hospitality, https___bitly_com_pages_acceptable_use, https___bitly_com_pages_reviews, https___bitly_com_pages_landing_discover_enterprise, https___bitly_com_pages_pricing","['english_curriculum', 'integrated_curriculum', 'spark_certified_curriculum', 'thematic']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'nature', 'project work', 'science', 'social & emotional development']",1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
The Little Skool-House International Pte Ltd (At-Kent-Vale),https://preschooler.sg/profile/134/THE-LITTLE-SKOOL-HOUSE-INTERNATIONAL-PTE-LTD,,714.0,714.0,714.0,,1830.0,1830.0,1830.0,"https___bitly_com_pages_products_url_shortener, https___bitly_com_pages_products_2d_barcodes, https___bitly_com_pages_products_2d_barcode, https___bitly_com_a_sign_in, https___bitly_com_pages_resources, https___bitly_com_pages, https___bitly_com_pages_code_of_conduct, https___bitly_com__content, https___bitly_com_pages_products_link_in_bio, https___bitly_com_pages_press, https___bitly_com_pages_solutions_retail, https___bitly_com_pages_about, https___bitly_com_pages_terms_of_service, https___bitly_com_pages_cookies, https___bitly_com__, https___bitly_com_pages_products_analytics, https___bitly_com_pages_solutions_social_media, https___bitly_com_pages_solutions_consumer_packaged_goods, https___bitly_com_, https___bitly_com_pages_features_branded_links, https___bitly_com_pages_solutions_technology, https___bitly_com_pages_products_qr_codes, https___bitly_com_pages_features_mobile_links, https___bitly_com_pages_why_bitly_enterprise_class, https___bitly_com_pages_why_bitly_integrations_api, https___bitly_com_a_sign_up, https___bitly_com_pages_solutions_insurance, https___bitly_com_pages_careers, https___bitly_com__panel_short_link, https___bitly_com_pages_mobile_app, https___bitly_com__panel_lib, https___bitly_com__panel_qr_code, https___bitly_com_pages_solutions_healthcare, https___bitly_com_pages_privacy, https___bitly_com_pages_partners, https___bitly_com_pages_marketplace, https___bitly_com_pages_solutions_media, https___bitly_com_pages_trust, https___bitly_com_pages_browser_extension, https___bitly_com_pages_contact, https___bitly_com_pages_solutions_for_developers, https___bitly_com_pages_solutions_customer_service, https___bitly_com_pages_diversity_and_inclusion, https___bitly_com_pages_solutions_digital_marketing, https___bitly_com_blog_, https___bitly_com_pages_solutions_hospitality, https___bitly_com_pages_acceptable_use, https___bitly_com_pages_reviews, https___bitly_com_pages_landing_discover_enterprise, https___bitly_com_pages_pricing","['english_curriculum', 'integrated_curriculum', 'spark_certified_curriculum', 'thematic']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'nature', 'project work', 'science', 'social & emotional development']",1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
The Little Skool-House International Pte Ltd (At-Marina-Boulevard),https://preschooler.sg/profile/134/THE-LITTLE-SKOOL-HOUSE-INTERNATIONAL-PTE-LTD,,714.0,714.0,714.0,,1830.0,1830.0,1830.0,"https___bitly_com_pages_products_url_shortener, https___bitly_com_pages_products_2d_barcodes, https___bitly_com_pages_products_2d_barcode, https___bitly_com_a_sign_in, https___bitly_com_pages_resources, https___bitly_com_pages, https___bitly_com_pages_code_of_conduct, https___bitly_com__content, https___bitly_com_pages_products_link_in_bio, https___bitly_com_pages_press, https___bitly_com_pages_solutions_retail, https___bitly_com_pages_about, https___bitly_com_pages_terms_of_service, https___bitly_com_pages_cookies, https___bitly_com__, https___bitly_com_pages_products_analytics, https___bitly_com_pages_solutions_social_media, https___bitly_com_pages_solutions_consumer_packaged_goods, https___bitly_com_, https___bitly_com_pages_features_branded_links, https___bitly_com_pages_solutions_technology, https___bitly_com_pages_products_qr_codes, https___bitly_com_pages_features_mobile_links, https___bitly_com_pages_why_bitly_enterprise_class, https___bitly_com_pages_why_bitly_integrations_api, https___bitly_com_a_sign_up, https___bitly_com_pages_solutions_insurance, https___bitly_com_pages_careers, https___bitly_com__panel_short_link, https___bitly_com_pages_mobile_app, https___bitly_com__panel_lib, https___bitly_com__panel_qr_code, https___bitly_com_pages_solutions_healthcare, https___bitly_com_pages_privacy, https___bitly_com_pages_partners, https___bitly_com_pages_marketplace, https___bitly_com_pages_solutions_media, https___bitly_com_pages_trust, https___bitly_com_pages_browser_extension, https___bitly_com_pages_contact, https___bitly_com_pages_solutions_for_developers, https___bitly_com_pages_solutions_customer_service, https___bitly_com_pages_diversity_and_inclusion, https___bitly_com_pages_solutions_digital_marketing, https___bitly_com_blog_, https___bitly_com_pages_solutions_hospitality, https___bitly_com_pages_acceptable_use, https___bitly_com_pages_reviews, https___bitly_com_pages_landing_discover_enterprise, https___bitly_com_pages_pricing","['english_curriculum', 'integrated_curriculum', 'spark_certified_curriculum', 'thematic']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'nature', 'project work', 'science', 'social & emotional development']",1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
The Little Skool-House International Pte Ltd (At-Ministry-of-Education),https://preschooler.sg/profile/134/THE-LITTLE-SKOOL-HOUSE-INTERNATIONAL-PTE-LTD,,714.0,714.0,714.0,,1830.0,1830.0,1830.0,"https___bitly_com_pages_products_url_shortener, https___bitly_com_pages_products_2d_barcodes, https___bitly_com_pages_products_2d_barcode, https___bitly_com_a_sign_in, https___bitly_com_pages_resources, https___bitly_com_pages, https___bitly_com_pages_code_of_conduct, https___bitly_com__content, https___bitly_com_pages_products_link_in_bio, https___bitly_com_pages_press, https___bitly_com_pages_solutions_retail, https___bitly_com_pages_about, https___bitly_com_pages_terms_of_service, https___bitly_com_pages_cookies, https___bitly_com__, https___bitly_com_pages_products_analytics, https___bitly_com_pages_solutions_social_media, https___bitly_com_pages_solutions_consumer_packaged_goods, https___bitly_com_, https___bitly_com_pages_features_branded_links, https___bitly_com_pages_solutions_technology, https___bitly_com_pages_products_qr_codes, https___bitly_com_pages_features_mobile_links, https___bitly_com_pages_why_bitly_enterprise_class, https___bitly_com_pages_why_bitly_integrations_api, https___bitly_com_a_sign_up, https___bitly_com_pages_solutions_insurance, https___bitly_com_pages_careers, https___bitly_com__panel_short_link, https___bitly_com_pages_mobile_app, https___bitly_com__panel_lib, https___bitly_com__panel_qr_code, https___bitly_com_pages_solutions_healthcare, https___bitly_com_pages_privacy, https___bitly_com_pages_partners, https___bitly_com_pages_marketplace, https___bitly_com_pages_solutions_media, https___bitly_com_pages_trust, https___bitly_com_pages_browser_extension, https___bitly_com_pages_contact, https___bitly_com_pages_solutions_for_developers, https___bitly_com_pages_solutions_customer_service, https___bitly_com_pages_diversity_and_inclusion, https___bitly_com_pages_solutions_digital_marketing, https___bitly_com_blog_, https___bitly_com_pages_solutions_hospitality, https___bitly_com_pages_acceptable_use, https___bitly_com_pages_reviews, https___bitly_com_pages_landing_discover_enterprise, https___bitly_com_pages_pricing","['english_curriculum', 'integrated_curriculum', 'spark_certified_curriculum', 'thematic']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'nature', 'project work', 'science', 'social & emotional development']",1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
The Little Skool-House International Pte Ltd (At-Mountbatten-Square),https://preschooler.sg/profile/134/THE-LITTLE-SKOOL-HOUSE-INTERNATIONAL-PTE-LTD,,714.0,714.0,714.0,,1830.0,1830.0,1830.0,"https___bitly_com_pages_products_url_shortener, https___bitly_com_pages_products_2d_barcodes, https___bitly_com_pages_products_2d_barcode, https___bitly_com_a_sign_in, https___bitly_com_pages_resources, https___bitly_com_pages, https___bitly_com_pages_code_of_conduct, https___bitly_com__content, https___bitly_com_pages_products_link_in_bio, https___bitly_com_pages_press, https___bitly_com_pages_solutions_retail, https___bitly_com_pages_about, https___bitly_com_pages_terms_of_service, https___bitly_com_pages_cookies, https___bitly_com__, https___bitly_com_pages_products_analytics, https___bitly_com_pages_solutions_social_media, https___bitly_com_pages_solutions_consumer_packaged_goods, https___bitly_com_, https___bitly_com_pages_features_branded_links, https___bitly_com_pages_solutions_technology, https___bitly_com_pages_products_qr_codes, https___bitly_com_pages_features_mobile_links, https___bitly_com_pages_why_bitly_enterprise_class, https___bitly_com_pages_why_bitly_integrations_api, https___bitly_com_a_sign_up, https___bitly_com_pages_solutions_insurance, https___bitly_com_pages_careers, https___bitly_com__panel_short_link, https___bitly_com_pages_mobile_app, https___bitly_com__panel_lib, https___bitly_com__panel_qr_code, https___bitly_com_pages_solutions_healthcare, https___bitly_com_pages_privacy, https___bitly_com_pages_partners, https___bitly_com_pages_marketplace, https___bitly_com_pages_solutions_media, https___bitly_com_pages_trust, https___bitly_com_pages_browser_extension, https___bitly_com_pages_contact, https___bitly_com_pages_solutions_for_developers, https___bitly_com_pages_solutions_customer_service, https___bitly_com_pages_diversity_and_inclusion, https___bitly_com_pages_solutions_digital_marketing, https___bitly_com_blog_, https___bitly_com_pages_solutions_hospitality, https___bitly_com_pages_acceptable_use, https___bitly_com_pages_reviews, https___bitly_com_pages_landing_discover_enterprise, https___bitly_com_pages_pricing","['english_curriculum', 'integrated_curriculum', 'spark_certified_curriculum', 'thematic']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,"['aesthetics & creative expression', 'digital skills', 'discovery of the word', 'english', 'language and literacy', 'math', 'nature', 'project work', 'science', 'social & emotional development']",1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,"['playgroup', 'nursery', 'kindergarten']",0,1,1,1
